,Opportunity Number,Supplies Subgroup,Supplies Group,Region,Route To Market,Elapsed Days In Sales Stage,Opportunity Result,Sales Stage Change Count,Total Days Identified Through Closing,Total Days Identified Through Qualified,Opportunity Amount USD,Client Size By Revenue,Client Size By Employee Count,Revenue From Client Past Two Years,Competitor Type,Ratio Days Identified To Total Days,Ratio Days Validated To Total Days,Ratio Days Qualified To Total Days,Deal Size Category
28506,7851132,10,0,0,4,20,0,5,21,21,21472,1,1,0,2,0.004854,0.9951459999999999,0.0,2.0
28507,7851135,0,0,1,0,16,0,3,34,34,29069,1,1,0,0,0.0,0.168605,0.8313950000000001,3.0
28508,7851162,3,0,0,0,39,0,2,12,12,150000,1,1,0,0,0.0,1.0,0.0,5.0
28509,7851189,2,0,0,4,39,0,2,12,12,30000,1,1,0,1,0.0,1.0,0.0,3.0
28510,7851221,8,2,1,0,11,0,2,40,40,50000,1,1,0,2,1.0,0.0,0.0,4.0
28511,7851340,3,0,1,0,37,0,2,14,14,250000,1,1,0,2,1.0,0.0,0.0,6.0
28512,7851375,3,0,1,0,46,0,2,5,5,150000,1,1,0,2,1.0,0.0,0.0,5.0
28513,7851401,10,0,0,0,39,1,2,12,12,170000,1,1,3,2,0.0,1.0,0.0,5.0
28514,7851408,10,0,0,0,45,1,2,6,6,114000,1,1,3,2,0.0,1.0,0.0,5.0
28515,7851416,10,0,0,0,42,1,2,9,9,139000,1,1,3,2,0.0,1.0,0.0,5.0
28516,7851419,8,2,1,0,37,1,3,14,14,1000,1,1,4,0,0.0,0.271429,0.728571,1.0
28517,7851426,8,2,1,0,33,1,5,14,14,289156,1,1,0,0,0.065217,0.311594,0.623188,6.0
28518,7851556,3,0,0,0,31,0,2,20,20,295000,1,1,0,2,1.0,0.0,0.0,6.0
28519,7851576,4,0,0,0,20,0,2,31,31,100000,1,1,4,2,1.0,0.0,0.0,5.0
28520,7851599,5,2,0,0,33,0,2,18,18,274000,1,1,0,2,1.0,0.0,0.0,6.0
28521,7851600,8,2,1,0,24,0,2,27,27,300000,1,1,4,0,1.0,0.0,0.0,6.0
28522,7851606,8,2,0,0,31,0,2,20,20,189000,1,1,0,2,1.0,0.0,0.0,5.0
28523,7851613,6,2,0,0,29,0,3,22,22,345000,1,1,0,2,0.904545,0.095455,0.0,6.0
28524,7851614,5,2,1,2,26,0,3,25,25,39473,1,1,0,0,0.0,0.501976,0.49802399999999997,3.0
28525,7851622,0,0,1,1,37,0,3,14,9,500000,1,1,1,1,0.0,0.0,0.602837,7.0
28526,7851635,2,0,0,2,47,0,3,4,4,10000,1,1,0,2,0.0,0.372093,0.627907,2.0
28527,7851636,2,0,0,0,17,0,3,34,34,50000,1,1,0,1,0.781341,0.21865900000000002,0.0,4.0
28528,7851643,2,0,0,0,26,0,3,25,25,15000,1,1,0,2,0.8611110000000001,0.138889,0.0,2.0
28529,7851649,5,2,0,1,37,0,2,14,14,200000,1,1,0,2,1.0,0.0,0.0,5.0
28530,7851656,3,0,0,4,16,0,2,34,34,39000,1,1,0,0,0.0,1.0,0.0,3.0
28531,7851662,3,0,0,4,16,0,2,34,34,48800,1,1,0,0,0.0,1.0,0.0,3.0
28532,7851663,8,2,0,1,37,0,2,14,14,105000,1,1,0,2,1.0,0.0,0.0,5.0
28533,7851666,3,0,0,4,17,1,4,31,31,425336,1,1,1,2,0.0,0.853503,0.14649700000000002,6.0
28534,7851673,3,0,0,2,26,0,2,25,25,24000,1,1,0,0,0.0,1.0,0.0,2.0
28535,7851674,2,0,0,4,19,0,2,32,32,52000,1,1,0,2,0.0,1.0,0.0,4.0
28536,7851677,3,0,0,2,21,1,4,25,25,3000,1,1,0,0,0.0,0.007905,0.9920950000000001,1.0
28537,7851685,3,0,0,4,16,0,2,34,34,38500,1,1,0,0,0.0,1.0,0.0,3.0
28538,7851688,2,0,0,2,16,0,3,34,34,90000,1,1,0,2,0.0,1.0,0.0,4.0
28539,7851756,9,3,0,0,24,0,4,25,25,150000,1,1,0,0,0.371429,0.628571,0.0,5.0
28540,7851786,8,2,0,0,28,0,2,0,0,120000,1,1,0,2,0.0,0.0,0.0,5.0
28541,7851792,8,2,0,4,24,0,3,22,22,120000,1,1,0,2,1.0,0.0,0.0,5.0
28542,7851793,8,2,0,0,39,0,2,0,0,200000,1,1,0,2,0.0,0.0,0.0,5.0
28543,7851803,7,0,0,0,3,0,5,47,25,10000,1,1,0,2,0.0,0.18279600000000001,0.348387,2.0
28544,7852086,7,0,0,0,46,1,2,5,5,15000,1,1,3,2,0.0,1.0,0.0,2.0
28545,7852090,8,2,2,0,27,0,2,24,24,186017,1,1,0,2,0.0,1.0,0.0,5.0
28546,7852126,0,0,2,1,48,0,2,3,3,0,1,1,0,2,1.0,0.0,0.0,1.0
28547,7852176,4,0,2,0,42,0,2,0,0,0,1,1,0,2,0.0,0.0,0.0,1.0
28548,7852184,0,0,2,4,26,0,2,25,25,20000,1,1,3,1,1.0,0.0,0.0,2.0
28549,7852213,0,0,2,4,26,0,2,25,25,62000,1,1,0,1,1.0,0.0,0.0,4.0
28550,7852223,10,0,2,0,16,0,2,34,34,19999,1,1,0,2,0.0,1.0,0.0,2.0
28551,7852227,2,0,2,0,36,0,2,0,0,77507,1,1,0,2,0.0,0.0,0.0,4.0
28552,7852233,2,0,2,4,46,1,4,4,4,8500,1,1,0,1,0.0,0.046512,0.9534879999999999,1.0
28553,7852237,4,0,2,0,36,0,2,0,0,50000,1,1,0,2,0.0,0.0,0.0,4.0
28554,7852299,10,0,2,0,33,0,6,18,18,62005,1,1,0,2,0.382857,0.36,0.257143,4.0
28555,7852312,7,0,0,4,9,0,2,42,42,25000,1,1,0,2,1.0,0.0,0.0,3.0
28556,7852314,5,2,2,0,4,0,3,47,47,110000,1,1,0,2,0.329032,0.670968,0.0,5.0
28557,7852327,5,2,2,0,47,0,3,4,4,150350,1,1,0,1,0.641026,0.35897399999999996,0.0,5.0
28558,7852332,0,0,0,2,43,0,2,8,8,120000,1,1,0,0,0.0,1.0,0.0,5.0
28559,7852335,8,2,2,0,49,0,2,2,2,232522,1,1,0,2,1.0,0.0,0.0,5.0
28560,7852338,3,0,2,0,33,0,2,18,18,20000,1,1,0,2,1.0,0.0,0.0,2.0
28561,7852340,3,0,2,0,45,0,2,6,6,10000,1,1,0,2,1.0,0.0,0.0,2.0
28562,7852354,5,2,2,0,11,0,3,40,40,50000,1,1,0,1,0.293532,0.706468,0.0,4.0
28563,7852359,8,2,2,0,35,0,4,15,15,310959,1,1,0,1,0.090909,0.181818,0.727273,6.0
28564,7852361,0,0,2,1,41,0,2,0,0,0,1,1,0,1,0.0,0.0,0.0,1.0
28565,7852368,2,0,0,0,26,0,2,25,25,700000,1,1,0,0,0.0,0.0,1.0,7.0
28566,7852369,4,0,2,1,44,0,4,7,7,23252,1,1,0,2,0.230769,0.092308,0.6769229999999999,2.0
28567,7852370,6,2,2,0,36,1,2,15,15,7750,1,1,0,2,1.0,0.0,0.0,1.0
28568,7852375,0,0,0,0,41,1,4,2,2,4919,1,1,4,2,0.8888889999999999,0.0,0.11111099999999999,1.0
28569,7852378,5,2,2,0,27,1,2,24,24,110000,1,1,0,1,0.0,1.0,0.0,5.0
28570,7852381,0,0,0,0,46,1,4,4,4,28416,1,1,3,0,0.0,0.727273,0.272727,3.0
28571,7852388,10,0,2,0,37,0,2,13,13,150000,1,1,0,2,1.0,0.0,0.0,5.0
28572,7852389,0,0,0,0,47,0,3,4,4,75000,1,1,0,2,0.0,0.547619,0.45238100000000003,4.0
28573,7852395,7,0,2,0,32,0,4,13,13,9000,1,1,0,1,0.0,1.0,0.0,1.0
28574,7852407,4,0,2,1,40,0,3,11,11,43249,1,1,0,2,0.037383,0.9626170000000001,0.0,3.0
28575,7852418,2,0,2,2,42,0,2,9,9,60000,1,1,0,1,0.0,1.0,0.0,4.0
28576,7852419,4,0,2,0,40,0,2,11,11,155014,1,1,0,1,0.0,1.0,0.0,5.0
28577,7852428,0,0,2,0,47,0,2,4,4,400000,1,1,0,2,1.0,0.0,0.0,6.0
28578,7852446,0,0,2,0,44,0,2,7,7,0,1,1,0,2,1.0,0.0,0.0,1.0
28579,7854717,5,2,2,2,26,0,2,25,25,15501,1,1,0,2,0.0,1.0,0.0,2.0
28580,7854724,3,0,1,2,51,1,1,0,0,34275,1,1,1,2,0.0,0.0,0.0,3.0
28581,7854738,5,2,2,2,18,0,2,33,33,77507,1,1,0,2,0.0,1.0,0.0,4.0
28582,7854750,10,0,2,2,16,0,3,34,34,77507,1,1,0,2,0.0,1.0,0.0,4.0
28583,7854799,0,0,1,2,41,0,3,10,10,72289,1,1,2,2,0.0,0.01,0.99,4.0
28584,7854819,5,2,0,2,51,1,1,0,0,10890,1,1,0,2,0.0,0.0,0.0,2.0
28585,7854947,5,2,1,2,51,0,2,0,0,0,1,1,0,2,1.0,0.0,0.0,1.0
28586,7854986,8,2,0,2,39,0,2,12,12,150000,1,1,0,2,0.0,1.0,0.0,5.0
28587,7854989,8,2,0,2,43,0,2,8,8,20000,1,1,0,2,1.0,0.0,0.0,2.0
28588,7855010,5,2,0,2,34,0,2,16,16,35000,1,1,0,2,1.0,0.0,0.0,3.0
28589,7855024,5,2,0,2,16,0,3,34,34,20000,1,1,0,2,1.0,0.0,0.0,2.0
28590,7855048,5,2,0,2,44,1,3,4,4,3430,1,1,1,2,0.0,0.0,1.0,1.0
28591,7855056,7,0,2,2,44,1,2,6,6,55861,1,1,0,2,0.0,1.0,0.0,4.0
28592,7855089,4,0,2,2,36,0,4,14,14,310029,1,1,0,2,0.014493,0.985507,0.0,6.0
28593,7855092,7,0,0,0,29,0,2,22,22,200000,1,1,0,2,0.0,1.0,0.0,5.0
28594,7855096,2,0,0,2,37,1,4,13,13,90000,1,1,3,2,0.0,0.174603,0.8253969999999999,4.0
28595,7855112,4,0,2,2,30,0,3,21,21,155014,1,1,0,2,0.0,0.004717,0.995283,5.0
28596,7855114,3,0,0,2,15,0,6,36,36,9750,1,1,0,2,0.269444,0.7305560000000001,0.0,1.0
28597,7855157,7,0,0,0,35,0,2,0,0,25000,1,1,0,2,0.0,0.0,0.0,3.0
28598,7855200,2,0,1,0,16,0,2,34,34,60000,1,1,0,2,1.0,0.0,0.0,4.0
28599,7855243,3,0,0,2,46,0,3,4,4,360,1,1,0,1,0.023256,0.9767440000000001,0.0,1.0
28600,7855247,2,0,0,3,36,0,3,15,15,45000,1,1,0,0,0.0,0.22973000000000002,0.77027,3.0
28601,7855305,4,0,1,0,32,0,3,19,19,150000,1,1,0,0,0.719577,0.0,0.280423,5.0
28602,7855388,4,0,0,0,29,0,2,21,21,200000,1,1,0,2,1.0,0.0,0.0,5.0
28603,7855429,3,0,1,0,28,0,3,22,22,50000,1,1,0,0,0.566964,0.433036,0.0,4.0
28604,7855515,5,2,0,2,40,0,2,10,10,30674,1,1,0,2,0.0,1.0,0.0,3.0
28605,7855548,10,0,0,4,40,0,2,11,11,50000,1,1,0,2,0.0,1.0,0.0,4.0
28606,7855653,5,2,0,2,35,0,3,16,16,60000,1,1,0,2,0.0,1.0,0.0,4.0
28607,7855663,5,2,0,0,49,1,2,1,1,5000,1,1,0,2,0.0,0.0,1.0,1.0
28608,7855735,2,0,0,1,46,0,3,5,5,0,1,1,0,2,0.782609,0.21739099999999997,0.0,1.0
28609,7855752,7,0,0,0,47,0,2,4,4,3067,1,1,0,2,0.0,1.0,0.0,1.0
28610,7855887,3,0,0,0,41,0,2,10,10,2500,1,1,0,2,0.0,1.0,0.0,1.0
28611,7855951,8,2,0,0,35,0,2,16,16,50000,1,1,0,2,1.0,0.0,0.0,4.0
28612,7855965,7,0,0,0,46,0,2,4,4,10000,1,1,0,2,0.0,1.0,0.0,2.0
28613,7856020,2,0,0,2,37,0,5,14,14,6134,1,1,0,2,0.0,0.7517729999999999,0.248227,1.0
28614,7856042,3,0,0,2,26,0,3,25,25,5000,1,1,0,2,0.027777999999999997,0.9722219999999999,0.0,1.0
28615,7856115,0,0,0,1,39,0,2,12,12,10000,1,1,0,2,0.0,1.0,0.0,2.0
28616,7856116,5,2,0,0,37,1,3,13,13,8083,1,1,0,1,0.0,0.909774,0.090226,1.0
28617,7856164,5,2,0,0,45,0,3,2,2,10000,1,1,0,2,1.0,0.0,0.0,2.0
28618,7856196,0,0,2,0,47,0,2,4,4,150000,1,1,0,2,1.0,0.0,0.0,5.0
28619,7856255,7,0,0,0,44,0,2,7,7,110000,1,1,0,2,0.0,1.0,0.0,5.0
28620,7856262,0,0,0,0,28,0,3,23,23,250000,1,1,0,0,0.651982,0.348018,0.0,6.0
28621,7856274,7,0,0,2,28,0,4,23,23,110000,1,1,0,2,0.0,0.508696,0.491304,5.0
28622,7856297,7,0,0,0,19,0,2,32,32,120000,1,1,0,2,0.0,1.0,0.0,5.0
28623,7856312,7,0,0,0,35,0,2,16,16,100000,1,1,0,2,0.0,1.0,0.0,5.0
28624,7856382,10,0,0,0,35,0,5,16,16,50000,1,1,0,2,0.025478,0.9745219999999999,0.0,4.0
28625,7856384,7,0,0,2,38,0,3,8,8,10000,1,1,0,1,0.0,1.0,0.0,2.0
28626,7856456,5,2,2,0,51,0,1,0,0,0,1,1,0,2,0.0,0.0,0.0,1.0
28627,7856468,0,0,2,4,29,0,2,22,22,400000,1,1,0,1,1.0,0.0,0.0,6.0
28628,7856491,5,2,1,4,48,1,2,2,2,20000,1,1,2,2,0.0,0.0,1.0,2.0
28629,7856497,5,2,2,0,51,0,1,0,0,0,1,1,0,2,0.0,0.0,0.0,1.0
28630,7856510,0,0,2,4,29,0,2,22,22,100000,1,1,0,1,1.0,0.0,0.0,5.0
28631,7856581,5,2,0,0,25,0,2,26,26,50000,1,1,0,2,0.0,1.0,0.0,4.0
28632,7856618,10,0,0,1,20,0,2,31,31,20000,1,1,0,2,0.0,1.0,0.0,2.0
28633,7856642,8,2,2,4,50,0,2,1,1,20000,1,1,0,2,0.0,0.0,1.0,2.0
28634,7856678,5,2,2,1,50,1,3,0,0,4617,1,1,0,1,0.0,1.0,0.0,1.0
28635,7856679,8,2,2,0,44,0,3,7,7,110058,1,1,0,1,0.0,1.0,0.0,5.0
28636,7856686,5,2,2,1,50,0,2,1,1,2656,1,1,0,1,1.0,0.0,0.0,1.0
28637,7856710,8,2,2,4,39,0,2,12,12,13951,1,1,0,2,1.0,0.0,0.0,2.0
28638,7856729,3,0,2,4,32,0,4,15,15,4185,1,1,0,1,1.0,0.0,0.0,1.0
28639,7856753,2,0,0,2,41,0,2,10,10,40000,1,1,1,2,0.0,1.0,0.0,3.0
28640,7856758,3,0,0,0,18,0,3,32,32,40000,1,1,0,0,0.311728,0.688272,0.0,3.0
28641,7856770,0,0,2,1,47,1,2,4,0,8000,1,1,1,2,0.0,0.0,0.0,1.0
28642,7856793,3,0,0,0,36,0,4,15,15,25000,1,1,0,0,0.380952,0.5646260000000001,0.054422000000000005,3.0
28643,7856817,4,0,0,0,47,0,3,4,4,5000,1,1,0,2,0.228571,0.771429,0.0,1.0
28644,7856845,2,0,0,0,48,0,3,3,3,101000,1,1,0,0,0.0,0.0,0.8709680000000001,5.0
28645,7856851,5,2,2,0,37,1,3,1,1,4065,1,1,0,1,0.0,1.0,0.0,1.0
28646,7856898,4,0,0,0,35,0,3,15,15,350000,1,1,0,1,0.0,0.181818,0.818182,6.0
28647,7856910,3,0,0,0,40,0,3,11,11,35000,1,1,0,2,0.0,0.990476,0.009524,3.0
28648,7856979,5,2,2,0,50,0,2,1,1,5000,1,1,0,2,0.0,1.0,0.0,1.0
28649,7856990,5,2,2,4,39,0,2,12,12,23252,1,1,0,2,1.0,0.0,0.0,2.0
28650,7856991,7,0,2,0,45,0,3,6,6,268,1,1,0,2,0.280702,0.719298,0.0,1.0
28651,7856995,5,2,2,0,45,1,3,6,6,20000,1,1,1,2,0.0,0.396552,0.603448,2.0
28652,7857002,4,0,2,4,48,0,2,3,3,25000,1,1,0,2,1.0,0.0,0.0,3.0
28653,7857030,5,2,2,0,9,1,6,31,30,584000,1,1,0,1,0.044586,0.121019,0.792994,7.0
28654,7857035,2,0,2,0,38,0,3,13,13,2170,1,1,4,1,0.11199999999999999,0.888,0.0,1.0
28655,7857040,5,2,2,0,35,0,3,16,16,465044,1,1,0,1,0.08642000000000001,0.91358,0.0,6.0
28656,7857066,4,0,2,4,38,0,3,13,13,15501,1,1,0,1,0.11199999999999999,0.888,0.0,2.0
28657,7857079,4,0,2,3,41,0,2,10,10,125000,1,1,0,2,0.0,1.0,0.0,5.0
28658,7857086,4,0,2,0,51,0,2,0,0,125000,1,1,0,2,0.0,1.0,0.0,5.0
28659,7857099,4,0,2,3,37,0,2,14,14,125000,1,1,0,2,0.0,1.0,0.0,5.0
28660,7857136,4,0,2,0,45,0,3,6,6,35000,1,1,0,2,0.381818,0.618182,0.0,3.0
28661,7859738,5,2,0,2,28,1,2,23,23,66624,1,1,0,2,0.0,1.0,0.0,4.0
28662,7859744,8,2,2,2,16,0,3,34,34,90000,1,1,0,2,0.0,1.0,0.0,4.0
28663,7859745,3,0,0,2,51,1,1,0,0,36225,1,1,0,2,0.0,0.0,0.0,3.0
28664,7859753,2,0,2,2,26,0,2,25,25,38753,1,1,0,2,1.0,0.0,0.0,3.0
28665,7859776,2,0,2,2,16,0,3,34,34,38753,1,1,0,2,1.0,0.0,0.0,3.0
28666,7859780,3,0,0,2,45,1,3,6,0,2100,1,1,0,2,0.0,0.017544,0.0,1.0
28667,7859851,3,0,0,2,16,0,3,34,34,10000,1,1,0,2,0.0,1.0,0.0,2.0
28668,7859869,3,0,2,2,35,0,2,15,15,23252,1,1,0,2,0.0,1.0,0.0,2.0
28669,7859905,7,0,0,2,48,0,4,3,3,172000,1,1,0,2,0.0,0.75,0.25,5.0
28670,7859910,8,2,0,2,39,0,2,12,12,90000,1,1,0,2,0.0,1.0,0.0,4.0
28671,7859929,8,2,2,2,16,0,3,34,34,46504,1,1,0,2,0.0,1.0,0.0,3.0
28672,7859945,2,0,0,2,35,0,2,16,16,50000,1,1,0,2,0.0,1.0,0.0,4.0
28673,7859968,5,2,1,2,51,0,2,0,0,10000,1,1,0,2,0.0,0.0,0.0,2.0
28674,7860062,0,0,1,2,26,0,3,25,25,46511,1,1,0,0,0.0,0.0039840000000000006,0.996016,3.0
28675,7860091,7,0,2,0,51,1,1,0,0,66912,1,1,3,2,0.0,0.0,0.0,4.0
28676,7860144,5,2,0,0,49,0,2,1,1,110000,1,1,0,2,0.0,1.0,0.0,5.0
28677,7860163,5,2,1,3,22,0,2,29,29,50000,1,1,0,2,1.0,0.0,0.0,4.0
28678,7860168,2,0,0,0,3,0,2,48,48,500000,1,1,4,0,0.0,1.0,0.0,7.0
28679,7860173,2,0,1,0,41,0,2,10,10,174418,1,1,4,0,0.0,1.0,0.0,5.0
28680,7860188,2,0,1,0,16,0,2,34,34,9998,1,1,0,0,0.0,1.0,0.0,1.0
28681,7860222,2,0,1,0,2,0,5,49,49,150000,1,1,0,0,0.0,0.13034600000000002,0.869654,5.0
28682,7860238,8,2,1,0,29,0,4,22,22,200000,1,1,3,2,0.08755800000000001,0.907834,0.004608,5.0
28683,7860252,5,2,1,2,44,0,2,6,6,60000,1,1,0,2,0.0,1.0,0.0,4.0
28684,7860267,5,2,0,2,16,0,6,33,33,105000,1,1,0,2,0.0,0.190184,0.809816,5.0
28685,7860306,7,0,2,0,51,1,1,0,0,36153,1,1,2,2,0.0,0.0,0.0,3.0
28686,7860306,7,0,2,0,51,1,1,0,0,25014,1,1,2,2,0.0,0.0,0.0,3.0
28687,7860312,7,0,2,0,51,1,1,0,0,295998,1,1,3,2,0.0,0.0,0.0,6.0
28688,7860319,0,0,0,0,46,0,2,5,5,12269,1,1,0,2,0.0,1.0,0.0,2.0
28689,7860326,7,0,2,0,51,1,1,0,0,16548,1,1,4,2,0.0,0.0,0.0,2.0
28690,7860326,7,0,2,0,51,1,1,0,0,16548,1,1,4,2,0.0,0.0,0.0,2.0
28691,7860327,4,0,0,1,39,0,4,11,11,92024,1,1,0,0,0.017856999999999998,0.357143,0.625,4.0
28692,7860361,2,0,0,0,32,0,2,18,18,110000,1,1,0,2,1.0,0.0,0.0,5.0
28693,7860376,2,0,0,0,3,1,5,41,41,250000,1,1,4,2,0.579075,0.0,0.420925,6.0
28694,7860402,8,2,0,4,23,0,3,27,27,613,1,1,0,0,1.0,0.0,0.0,1.0
28695,7860457,10,0,0,2,16,0,5,34,34,50000,1,1,0,2,0.0,1.0,0.0,4.0
28696,7860459,10,0,0,2,35,0,2,16,16,50000,1,1,0,2,0.0,1.0,0.0,4.0
28697,7860466,10,0,0,2,33,0,2,17,17,7043,1,1,0,2,1.0,0.0,0.0,1.0
28698,7860471,10,0,0,2,16,0,5,34,34,20000,1,1,0,2,0.0,1.0,0.0,2.0
28699,7860475,7,0,2,0,51,1,1,0,0,243072,1,1,3,2,0.0,0.0,0.0,5.0
28700,7860475,7,0,2,0,51,1,1,0,0,20250,1,1,3,2,0.0,0.0,0.0,2.0
28701,7860496,7,0,2,0,51,1,1,0,0,25301,1,1,1,2,0.0,0.0,0.0,3.0
28702,7860517,10,0,2,0,50,0,2,0,0,15000,1,1,0,2,0.0,0.0,1.0,2.0
28703,7860583,10,0,0,0,38,0,3,9,9,100000,1,1,0,0,0.0,1.0,0.0,5.0
28704,7860596,0,0,0,0,47,1,3,4,3,66000,1,1,4,0,0.0,0.825,0.0,4.0
28705,7860619,0,0,1,0,32,0,3,18,18,113000,1,1,4,0,0.005495,0.994505,0.0,5.0
28706,7860645,0,0,0,2,41,0,4,6,6,30000,1,1,0,0,0.172414,0.827586,0.0,3.0
28707,7860660,2,0,0,0,49,0,2,1,1,95000,1,1,3,2,0.0,1.0,0.0,4.0
28708,7860758,0,0,0,0,37,1,3,14,14,177000,1,1,0,2,0.0,0.925926,0.074074,5.0
28709,7860803,5,2,1,0,26,0,2,24,24,104651,1,1,0,2,0.0,1.0,0.0,5.0
28710,7860891,3,0,2,1,51,0,1,0,0,100000,1,1,0,2,0.0,0.0,0.0,5.0
28711,7860914,4,0,2,0,42,0,2,9,9,46504,1,1,0,2,1.0,0.0,0.0,3.0
28712,7860920,5,2,2,0,27,0,2,23,23,101000,1,1,0,2,0.0,1.0,0.0,5.0
28713,7860928,3,0,2,0,32,0,4,12,12,550000,1,1,0,1,1.0,0.0,0.0,7.0
28714,7860930,5,2,1,2,41,0,2,10,10,18000,1,1,0,0,0.0,0.0,1.0,2.0
28715,7860964,8,2,0,1,43,0,3,7,7,500000,1,1,0,2,0.9861110000000001,0.0,0.013888999999999999,7.0
28716,7860995,5,2,2,0,46,1,5,4,3,100000,1,1,0,2,0.209302,0.09302300000000001,0.30232600000000004,5.0
28717,7861029,4,0,0,0,49,0,2,1,1,150000,1,1,0,2,0.0,1.0,0.0,5.0
28718,7861038,2,0,2,1,18,0,3,33,33,50000,1,1,0,2,0.024316,0.975684,0.0,4.0
28719,7861068,2,0,2,0,49,1,2,2,0,29452,1,1,0,2,0.0,0.0,0.0,3.0
28720,7861073,4,0,2,1,47,0,3,4,4,155014,1,1,0,2,0.829268,0.170732,0.0,5.0
28721,7861147,4,0,0,0,30,0,3,21,21,30000,1,1,0,0,0.244019,0.755981,0.0,3.0
28722,7861166,3,0,2,1,50,0,2,1,1,0,1,1,0,2,0.0,1.0,0.0,1.0
28723,7861189,4,0,0,2,30,0,4,20,20,50000,1,1,0,2,0.21674899999999997,0.463054,0.32019699999999995,4.0
28724,7861205,2,0,2,0,50,0,2,1,1,35000,1,1,0,2,1.0,0.0,0.0,3.0
28725,7861211,5,2,0,0,42,0,2,8,8,10000,1,1,0,1,0.0,1.0,0.0,2.0
28726,7861219,0,0,0,0,24,0,7,27,27,270000,1,1,0,0,0.11194000000000001,0.21641799999999997,0.671642,6.0
28727,7861226,0,0,2,0,38,0,3,1,1,150013,1,1,0,2,1.0,0.0,0.0,5.0
28728,7861233,4,0,0,0,23,0,2,28,28,12000,1,1,0,1,0.0,0.0,1.0,2.0
28729,7861247,3,0,2,2,37,1,3,2,2,31002,1,1,0,1,0.0,1.0,0.0,3.0
28730,7861256,0,0,2,1,41,0,2,0,0,0,1,1,0,2,0.0,0.0,0.0,1.0
28731,7861284,10,0,0,0,2,0,4,49,49,300000,1,1,0,2,0.071869,0.9281309999999999,0.0,6.0
28732,7861299,10,0,0,0,38,0,4,13,13,50000,1,1,0,0,0.47200000000000003,0.528,0.0,4.0
28733,7861304,10,0,0,0,38,0,4,12,12,150000,1,1,0,2,0.256198,0.7438020000000001,0.0,5.0
28734,7861314,10,0,2,0,45,0,2,6,6,100000,1,1,0,2,1.0,0.0,0.0,5.0
28735,7861326,10,0,0,0,38,0,4,12,12,300000,1,1,0,2,0.6209680000000001,0.37903200000000004,0.0,6.0
28736,7861337,8,2,0,0,17,0,2,34,34,0,1,1,0,2,1.0,0.0,0.0,1.0
28737,7861349,10,0,2,1,44,0,3,5,5,77507,1,1,0,2,0.0,1.0,0.0,4.0
28738,7861354,2,0,2,0,36,0,2,14,14,30000,1,1,2,2,1.0,0.0,0.0,3.0
28739,7861373,2,0,2,0,47,0,2,0,0,0,1,1,0,2,0.0,0.0,0.0,1.0
28740,7863500,5,2,2,2,51,1,1,0,0,35368,1,1,0,2,0.0,0.0,0.0,3.0
28741,7863508,5,2,2,2,4,0,3,17,17,46504,1,1,0,2,0.0,1.0,0.0,3.0
28742,7863513,5,2,2,2,50,0,2,0,0,0,1,1,0,2,0.0,0.0,0.0,1.0
28743,7863515,5,2,2,2,45,1,2,6,6,7377,1,1,0,2,0.0,1.0,0.0,1.0
28744,7863529,4,0,0,2,5,0,7,44,44,15000,1,1,0,1,0.022522999999999998,0.101351,0.8761260000000001,2.0
28745,7863530,4,0,0,2,49,1,3,2,0,30528,1,1,0,2,0.0,0.055555999999999994,0.0,3.0
28746,7863604,5,2,0,2,51,1,1,0,0,1134,1,1,0,2,0.0,0.0,0.0,1.0
28747,7863636,2,0,2,2,16,0,4,34,34,232522,1,1,0,2,0.0,1.0,0.0,5.0
28748,7863638,1,1,0,2,32,0,2,18,18,50000,1,1,0,2,0.0,1.0,0.0,4.0
28749,7863653,4,0,1,2,50,0,2,0,0,240963,1,1,0,2,0.0,0.0,0.0,5.0
28750,7863718,4,0,0,2,16,0,4,32,32,4250,1,1,0,2,0.0,0.0,1.0,1.0
28751,7863772,5,2,0,2,32,0,3,18,18,2600,1,1,0,2,0.0,0.005525,0.994475,1.0
28752,7863774,5,2,2,2,50,0,2,0,0,6200,1,1,0,2,0.0,0.0,0.0,1.0
28753,7863775,5,2,2,2,51,0,1,0,0,93008,1,1,0,2,0.0,0.0,0.0,4.0
28754,7863786,5,2,0,2,26,0,2,24,24,28000,1,1,0,2,1.0,0.0,0.0,3.0
28755,7863790,9,3,0,2,51,0,1,0,0,500000,1,1,0,2,0.0,0.0,0.0,7.0
28756,7863799,2,0,0,2,42,1,3,8,8,22000,1,1,0,2,0.048193,0.951807,0.0,2.0
28757,7863803,5,2,2,2,50,0,2,0,0,62005,1,1,0,2,0.0,0.0,0.0,4.0
28758,7863835,7,0,0,2,47,1,2,4,4,146,1,1,3,2,0.0,1.0,0.0,1.0
28759,7863866,5,2,0,0,34,0,2,17,17,180000,1,1,0,2,0.0,1.0,0.0,5.0
28760,7863876,0,0,0,0,38,0,3,13,13,85889,1,1,0,2,0.9615379999999999,0.038462,0.0,4.0
28761,7863925,7,0,1,0,46,1,3,4,3,11627,1,1,4,1,0.0,0.761905,0.0,2.0
28762,7863932,1,1,1,0,20,1,5,31,30,5813,1,1,0,1,0.270358,0.615635,0.091205,1.0
28763,7863957,8,2,1,2,29,0,3,22,22,60000,1,1,0,1,0.064815,0.935185,0.0,4.0
