Opportunity Number,Supplies Subgroup,Supplies Group,Region,Route To Market,Elapsed Days In Sales Stage,Opportunity Result,Sales Stage Change Count,Total Days Identified Through Closing,Total Days Identified Through Qualified,Opportunity Amount USD,Client Size By Revenue,Client Size By Employee Count,Revenue From Client Past Two Years,Competitor Type,Ratio Days Identified To Total Days,Ratio Days Validated To Total Days,Ratio Days Qualified To Total Days,Deal Size Category
7768044,Replacement Parts,Car Accessories,Midwest,Reseller,54,Loss,2,0,0,12000,1,1,0,Unknown,0,0,0,2
7768080,Garage & Car Care,Car Accessories,Midwest,Reseller,45,Won,3,9,9,7000,1,1,2,Unknown,0,0.123596,0.876404,1
7768100,Towing & Hitches,Car Accessories,Midwest,Reseller,16,Loss,3,38,38,40000,1,1,0,Unknown,1,0,0,3
7768147,Exterior Accessories,Car Accessories,Northwest,Fields Sales,44,Loss,2,10,10,0,1,1,0,Unknown,0,1,0,1
7768152,Performance Parts,Performance & Non-auto,Northwest,Reseller,47,Loss,2,7,0,50000,1,1,3,Unknown,0,0,0,4
7768199,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,51,Loss,2,4,4,800000,1,1,0,Known,1,0,0,7
7768319,Exterior Accessories,Car Accessories,Midwest,Fields Sales,52,Won,2,2,2,55000,1,1,4,None,0,0,1,4
7768362,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,54,Loss,1,0,0,30000,1,1,0,Unknown,0,0,0,3
7768406,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,16,Loss,4,38,38,250000,1,1,0,Known,0.010638,0.390957,0.598404,6
7768412,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,23,Loss,3,31,31,500000,1,1,3,Known,0,0.466454,0.533546,7
7768469,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,53,Loss,2,1,1,105000,1,1,0,Unknown,0,1,0,5
7768585,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,27,Loss,3,27,27,0,1,1,0,Unknown,0,0.335766,0.664234,1
7768612,Interior Accessories,Car Accessories,Pacific,Other,48,Loss,2,6,6,60000,1,1,0,Unknown,0,1,0,4
7768621,Towing & Hitches,Car Accessories,Pacific,Fields Sales,48,Loss,2,6,6,31002,1,1,0,Unknown,1,0,0,3
7768629,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,43,Loss,2,11,11,250000,1,1,0,None,1,0,0,6
7768660,Towing & Hitches,Car Accessories,Pacific,Fields Sales,45,Loss,6,10,10,193750,1,1,0,Unknown,0.652632,0.147368,0.2,5
7768682,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,32,Loss,2,22,22,166000,1,1,0,Unknown,1,0,0,5
7768724,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,44,Loss,2,10,10,1,1,1,0,Unknown,1,0,0,1
7770454,Shelters & RV,Performance & Non-auto,Pacific,Reseller,16,Loss,3,38,38,31002,1,1,0,Unknown,1,0,0,3
7770479,Exterior Accessories,Car Accessories,Northwest,Reseller,54,Won,1,0,0,7558,1,1,0,Unknown,0,0,0,1
7770520,Exterior Accessories,Car Accessories,Midwest,Reseller,54,Won,1,0,0,13506,1,1,0,Unknown,0,0,0,2
7770552,Batteries & Accessories,Car Accessories,Midwest,Reseller,43,Loss,3,11,11,50000,1,1,0,Unknown,0,0.027523,0.972477,4
7770582,Exterior Accessories,Car Accessories,Midwest,Reseller,54,Won,1,0,0,131982,1,1,0,Unknown,0,0,0,5
7770590,Exterior Accessories,Car Accessories,Midwest,Reseller,45,Won,2,9,9,27172,1,1,3,None,0,0,1,3
7770694,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,5,Loss,4,49,49,120000,1,1,0,Unknown,0,1,0,5
7770729,Garage & Car Care,Car Accessories,Midwest,Reseller,47,Won,3,6,6,62160,1,1,0,Unknown,0,1,0,4
7770767,Exterior Accessories,Car Accessories,Midwest,Reseller,49,Loss,3,5,5,153374,1,1,2,Unknown,0,0.055556,0.944444,5
7770778,Exterior Accessories,Car Accessories,Midwest,Reseller,16,Loss,4,38,38,10000,1,1,0,Unknown,0,0.008,0.992,2
7770785,Replacement Parts,Car Accessories,Midwest,Reseller,25,Loss,2,29,29,11000,1,1,0,Unknown,0,1,0,2
7770786,Garage & Car Care,Car Accessories,Midwest,Reseller,26,Loss,6,16,16,12000,1,1,0,Unknown,0.149068,0.850932,0,2
7770827,Replacement Parts,Car Accessories,Pacific,Reseller,32,Loss,2,22,22,23252,1,1,0,Unknown,0,1,0,2
7770830,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,38,Loss,2,16,16,105000,1,1,0,Unknown,0,1,0,5
7771066,Tires & Wheels,Tires & Wheels,Northwest,Fields Sales,47,Loss,4,6,6,103947,1,1,0,Unknown,0,0.125,0.875,5
7771099,Batteries & Accessories,Car Accessories,Midwest,Reseller,42,Loss,3,12,12,200000,1,1,0,Known,0.934959,0.065041,0,5
7771105,Exterior Accessories,Car Accessories,Midwest,Fields Sales,46,Won,3,8,7,325000,1,1,3,Known,0,0,0.906667,6
7771130,Replacement Parts,Car Accessories,Midwest,Reseller,9,Loss,6,3,3,40000,1,1,0,None,0,0.411765,0.588235,3
7771161,Towing & Hitches,Car Accessories,Midwest,Fields Sales,43,Loss,2,11,11,180000,1,1,0,None,0,1,0,5
7771262,Garage & Car Care,Car Accessories,Midwest,Reseller,5,Loss,5,40,40,25000,1,1,0,Unknown,0,1,0,3
7771266,Towing & Hitches,Car Accessories,Midwest,Fields Sales,51,Won,2,3,3,60000,1,1,3,Unknown,0,1,0,4
7771289,Exterior Accessories,Car Accessories,Pacific,Other,44,Loss,3,10,10,750000,1,1,4,Unknown,0.676471,0.323529,0,7
7771303,Towing & Hitches,Car Accessories,Midwest,Fields Sales,53,Won,2,1,1,50000,1,1,2,Unknown,0,1,0,4
7771315,Exterior Accessories,Car Accessories,Pacific,Reseller,42,Loss,3,11,11,30000,1,1,0,None,0,1,0,3
7771319,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,46,Loss,2,8,8,110000,1,1,0,Unknown,1,0,0,5
7771325,Garage & Car Care,Car Accessories,Midwest,Fields Sales,16,Loss,2,38,38,101000,1,1,0,Unknown,0,1,0,5
7771328,Exterior Accessories,Car Accessories,Northwest,Reseller,26,Loss,2,28,28,100,1,1,0,Known,0,1,0,1
7771329,Replacement Parts,Car Accessories,Pacific,Fields Sales,42,Loss,2,12,12,500000,1,1,0,Unknown,1,0,0,7
7771353,Towing & Hitches,Car Accessories,Midwest,Fields Sales,46,Loss,2,8,8,150000,1,1,0,Unknown,1,0,0,5
7771359,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,45,Won,4,9,9,135000,1,1,1,None,0,0.786517,0.213483,5
7771362,Interior Accessories,Car Accessories,Pacific,Fields Sales,24,Won,6,27,27,186017,1,1,3,Unknown,0,0.723881,0.276119,5
7771390,Tires & Wheels,Tires & Wheels,Pacific,Fields Sales,36,Won,5,18,18,197000,1,1,0,None,0.544944,0.393258,0.061798,5
7771391,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,26,Loss,2,28,28,100000,1,1,4,None,0,1,0,5
7771395,Batteries & Accessories,Car Accessories,Pacific,Other,44,Loss,3,10,10,186017,1,1,0,Unknown,0,0.744898,0.255102,5
7771403,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,46,Loss,2,8,8,103859,1,1,0,Unknown,0,1,0,5
7771410,Interior Accessories,Car Accessories,Pacific,Fields Sales,41,Won,3,13,13,11200,1,1,0,Unknown,0,0.565891,0.434109,2
7771432,Replacement Parts,Car Accessories,Pacific,Fields Sales,45,Loss,4,9,9,20000,1,1,0,None,0.822222,0.177778,0,2
7771433,Exterior Accessories,Car Accessories,Pacific,Fields Sales,48,Loss,3,6,6,108510,1,1,0,None,0.169492,0.830508,0,5
7771447,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,42,Loss,2,12,12,101000,1,1,0,Known,0,0,1,5
7771452,Interior Accessories,Car Accessories,Pacific,Reseller,39,Loss,3,15,15,15000,1,1,0,None,0,0.346405,0.653595,2
7771464,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,40,Loss,3,14,14,450000,1,1,0,Unknown,0.442857,0.557143,0,6
7773440,Batteries & Accessories,Car Accessories,Pacific,Reseller,54,Won,1,0,0,19249,1,1,0,Unknown,0,0,0,2
7773457,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,35,Loss,2,19,19,19736,1,1,4,None,0,1,0,2
7773462,Exterior Accessories,Car Accessories,Pacific,Reseller,46,Won,2,8,8,243602,1,1,3,Unknown,0,1,0,5
7773479,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,48,Loss,2,6,6,180000,1,1,0,Unknown,0,1,0,5
7773484,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,16,Loss,5,37,37,100000,1,1,0,Known,0,0.97043,0.02957,5
7773490,Replacement Parts,Car Accessories,Midwest,Reseller,24,Loss,4,12,12,2595,1,1,0,Unknown,0,1,0,1
7773498,Exterior Accessories,Car Accessories,Midwest,Reseller,35,Loss,2,19,19,1000000,1,1,0,Unknown,0,1,0,7
7773506,Replacement Parts,Car Accessories,Midwest,Reseller,24,Loss,4,29,29,2595,1,1,0,Unknown,0,1,0,1
7773512,Replacement Parts,Car Accessories,Midwest,Reseller,20,Loss,4,33,33,2595,1,1,0,Unknown,0,1,0,1
7773535,Replacement Parts,Car Accessories,Midwest,Reseller,34,Loss,3,7,7,6000,1,1,0,Unknown,0,1,0,1
7773573,Shelters & RV,Performance & Non-auto,Northwest,Reseller,50,Loss,2,4,4,348837,1,1,0,Unknown,1,0,0,6
7773609,Garage & Car Care,Car Accessories,Northwest,Reseller,51,Won,2,3,3,15000,1,1,0,Unknown,0,1,0,2
7773611,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,53,Loss,3,1,0,12576,1,1,0,Unknown,0,0.142857,0,2
7773617,Batteries & Accessories,Car Accessories,Midwest,Reseller,47,Loss,2,7,7,103067,1,1,3,Unknown,0,1,0,5
7773622,Garage & Car Care,Car Accessories,Pacific,Reseller,22,Loss,2,32,32,31002,1,1,0,Unknown,0,1,0,3
7773654,Batteries & Accessories,Car Accessories,Midwest,Reseller,47,Loss,3,7,7,61349,1,1,0,Unknown,0.030303,0.969697,0,4
7773662,Batteries & Accessories,Car Accessories,Midwest,Reseller,35,Loss,5,17,17,147239,1,1,0,Unknown,0.011494,0.988506,0,5
7773683,Replacement Parts,Car Accessories,Midwest,Reseller,34,Won,3,3,3,2170,1,1,0,Unknown,0,1,0,1
7773685,Garage & Car Care,Car Accessories,Midwest,Reseller,49,Loss,2,4,4,5000,1,1,0,Unknown,0,1,0,1
7773706,Garage & Car Care,Car Accessories,Northwest,Reseller,46,Loss,2,8,8,32894,1,1,0,Unknown,0,1,0,3
7773725,Replacement Parts,Car Accessories,Midwest,Reseller,16,Loss,5,37,37,5340,1,1,0,Unknown,0,1,0,1
7773750,Interior Accessories,Car Accessories,Midwest,Fields Sales,54,Loss,1,0,0,10000,1,1,0,Unknown,0,0,0,2
7773759,Exterior Accessories,Car Accessories,Pacific,Fields Sales,12,Loss,5,37,37,125000,1,1,0,Known,0.098093,0.901907,0,5
7773780,Towing & Hitches,Car Accessories,Pacific,Fields Sales,7,Loss,3,47,47,150000,1,1,0,None,0.349785,0.650215,0,5
7773790,Interior Accessories,Car Accessories,Northwest,Fields Sales,26,Loss,2,27,27,20000,1,1,0,Unknown,1,0,0,2
7773817,Replacement Parts,Car Accessories,Midwest,Fields Sales,22,Loss,3,32,32,101000,1,1,3,Known,0.037855,0.962145,0,5
7773843,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,54,Loss,2,0,0,0,1,1,0,Unknown,0,1,0,1
7773859,Towing & Hitches,Car Accessories,Midwest,Fields Sales,41,Loss,2,13,13,70000,1,1,0,Known,0,1,0,4
7773881,Towing & Hitches,Car Accessories,Midwest,Fields Sales,23,Loss,3,30,30,60000,1,1,4,Unknown,0.980198,0.019802,0,4
7773896,Exterior Accessories,Car Accessories,Midwest,Reseller,44,Won,5,8,7,45622,1,1,0,Unknown,0,0,0.897436,3
7773909,Exterior Accessories,Car Accessories,Midwest,Fields Sales,47,Loss,3,7,7,60000,1,1,0,Known,0,0.558824,0.441176,4
7773911,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,53,Loss,2,0,0,736196,1,1,0,Unknown,1,0,0,7
7774105,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,36,Loss,3,17,17,300000,1,1,0,Unknown,0.052326,0.947674,0,6
7774117,Towing & Hitches,Car Accessories,Midwest,Fields Sales,16,Loss,4,37,37,100000,1,1,0,Known,0,0.269022,0.730978,5
7774119,Garage & Car Care,Car Accessories,Northwest,Fields Sales,50,Loss,2,4,4,200000,1,1,0,Known,0,1,0,5
7774134,Garage & Car Care,Car Accessories,Midwest,Reseller,50,Won,2,4,4,19000,1,1,0,Known,0,0,1,2
7774141,Shelters & RV,Performance & Non-auto,Midwest,Reseller,36,Won,7,17,15,45000,1,1,4,Known,0.041916,0.389222,0.467066,3
7774147,Replacement Parts,Car Accessories,Northwest,Fields Sales,27,Loss,2,26,26,150000,1,1,2,None,0,0,1,5
7774154,Replacement Parts,Car Accessories,Northwest,Fields Sales,46,Loss,3,7,7,500000,1,1,0,Unknown,0,0.722222,0.277778,7
7774160,Interior Accessories,Car Accessories,Midwest,Fields Sales,14,Won,4,17,8,49000,1,1,0,None,0,0,0.467456,3
7774171,Replacement Parts,Car Accessories,Midwest,Fields Sales,28,Loss,3,26,26,110000,1,1,0,Known,0,0.306513,0.693487,5
7774178,Replacement Parts,Car Accessories,Midwest,Fields Sales,46,Loss,2,8,8,100000,1,1,0,Known,0,1,0,5
7774183,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,21,Loss,3,32,32,480000,1,1,4,None,0,0.941176,0.058824,6
7774184,Replacement Parts,Car Accessories,Midwest,Fields Sales,22,Loss,3,32,32,110000,1,1,0,Known,0,0.250784,0.749216,5
7774186,Exterior Accessories,Car Accessories,Midwest,Fields Sales,43,Loss,2,10,10,60000,1,1,0,Known,0,1,0,4
7774202,Exterior Accessories,Car Accessories,Midwest,Fields Sales,45,Loss,2,9,9,5000,1,1,0,Known,0,1,0,1
7774222,Interior Accessories,Car Accessories,Midwest,Fields Sales,37,Loss,2,17,17,28000,1,1,0,None,0,0,1,3
7774223,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,53,Loss,2,1,1,613496,1,1,0,Unknown,0,1,0,7
7774226,Garage & Car Care,Car Accessories,Midwest,Reseller,49,Loss,2,4,4,10000,1,1,0,Unknown,0,1,0,2
7774262,Shelters & RV,Performance & Non-auto,Midwest,Telesales,16,Loss,5,33,33,110000,1,1,0,Known,0,0.660606,0.339394,5
7774350,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,27,Loss,5,26,26,500000,1,1,0,Known,0.19084,0.156489,0.652672,7
7774363,Interior Accessories,Car Accessories,Northwest,Fields Sales,16,Loss,4,37,37,18604,1,1,0,Known,0.150538,0.021505,0.827957,2
7774371,Shelters & RV,Performance & Non-auto,Midwest,Telesales,29,Loss,2,25,25,0,1,1,0,Unknown,1,0,0,1
7774387,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,47,Loss,2,7,7,150000,1,1,3,Unknown,1,0,0,5
7774399,Interior Accessories,Car Accessories,Midwest,Fields Sales,30,Loss,2,24,24,200000,1,1,0,Unknown,1,0,0,5
7774400,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,24,Loss,2,30,30,120000,1,1,0,None,0,1,0,5
7774405,Interior Accessories,Car Accessories,Northwest,Fields Sales,44,Loss,2,9,9,2465,1,1,0,None,0,0,1,1
7774489,Replacement Parts,Car Accessories,Northwest,Fields Sales,27,Loss,3,27,27,4698,1,1,0,Unknown,0.007519,0.992481,0,1
7774497,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,37,Loss,3,17,17,200000,1,1,0,Unknown,0.339394,0.660606,0,5
7774499,Interior Accessories,Car Accessories,Pacific,Fields Sales,29,Won,2,25,25,54255,1,1,4,Unknown,0,0,1,4
7774507,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,16,Loss,2,0,0,310029,1,1,0,None,0,0,0,6
7774521,Exterior Accessories,Car Accessories,Midwest,Fields Sales,40,Loss,4,14,14,110000,1,1,0,Known,0.571429,0.028571,0.4,5
7774522,Performance Parts,Performance & Non-auto,Pacific,Fields Sales,19,Loss,4,35,35,130212,1,1,0,None,0,0.997118,0.002882,5
7774534,Replacement Parts,Car Accessories,Pacific,Fields Sales,45,Loss,3,4,4,1000,1,1,0,None,0,1,0,1
7774545,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,29,Loss,3,25,25,250000,1,1,0,Unknown,0.240816,0.759184,0,6
7774553,Exterior Accessories,Car Accessories,Pacific,Reseller,44,Loss,2,9,9,5000,1,1,0,None,0,0,1,1
7774554,Exterior Accessories,Car Accessories,Pacific,Fields Sales,42,Loss,3,11,11,1000,1,1,0,Unknown,0,1,0,1
7774577,Replacement Parts,Car Accessories,Pacific,Reseller,16,Loss,4,33,33,10000,1,1,0,None,0,1,0,2
7774578,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,37,Loss,3,17,17,5000,1,1,0,Unknown,0.874251,0.125749,0,1
7774596,Interior Accessories,Car Accessories,Pacific,Other,47,Loss,2,6,6,125000,1,1,0,Unknown,0,1,0,5
7774612,Replacement Parts,Car Accessories,Pacific,Fields Sales,35,Loss,2,18,18,41,1,1,0,None,1,0,0,1
7776959,Garage & Car Care,Car Accessories,Midwest,Reseller,16,Loss,6,37,13,14961,1,1,0,Unknown,0,0.040431,0.318059,2
7776970,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,53,Loss,2,0,0,25000,1,1,0,Unknown,0,0,0,3
7776993,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,54,Loss,1,0,0,15000,1,1,0,Unknown,0,0,0,2
7777008,Garage & Car Care,Car Accessories,Northwest,Reseller,54,Won,1,0,0,266447,1,1,0,Unknown,0,0,0,6
7777012,Exterior Accessories,Car Accessories,Midwest,Reseller,42,Loss,2,11,11,79900,1,1,1,Unknown,0,1,0,4
7777015,Shelters & RV,Performance & Non-auto,Pacific,Reseller,26,Loss,2,28,28,31002,1,1,0,Unknown,1,0,0,3
7777035,Exterior Accessories,Car Accessories,Pacific,Reseller,35,Loss,3,19,19,93008,1,1,0,Unknown,0,1,0,4
7777037,Shelters & RV,Performance & Non-auto,Pacific,Reseller,26,Loss,2,28,28,31002,1,1,0,Unknown,1,0,0,3
7777065,Garage & Car Care,Car Accessories,Pacific,Reseller,54,Won,1,0,0,52000,1,1,0,Unknown,0,0,0,4
7777114,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,44,Loss,2,10,10,26315,1,1,0,Unknown,0,1,0,3
7777149,Replacement Parts,Car Accessories,Midwest,Reseller,27,Won,4,26,26,1780,1,1,0,Unknown,0,1,0,1
7777210,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,27,Won,2,27,27,12706,1,1,0,Unknown,0,1,0,2
7777223,Interior Accessories,Car Accessories,Pacific,Reseller,16,Loss,3,37,37,15501,1,1,0,Unknown,0,1,0,2
7777284,Towing & Hitches,Car Accessories,Northwest,Reseller,27,Loss,3,27,27,24096,1,1,0,Unknown,0,0.003745,0.996255,2
7777353,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,16,Loss,3,37,37,200000,1,1,0,Known,0,0.072776,0.927224,5
7777359,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,28,Loss,2,26,26,92024,1,1,0,Unknown,0,1,0,4
7777448,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,35,Loss,2,19,19,110000,1,1,0,Unknown,1,0,0,5
7777519,Exterior Accessories,Car Accessories,Midwest,Fields Sales,54,Loss,1,0,0,0,1,1,0,Unknown,0,0,0,1
7777547,Replacement Parts,Car Accessories,Northwest,Fields Sales,47,Loss,2,7,7,40000,1,1,0,Unknown,1,0,0,3
7777568,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,27,Loss,2,27,27,80000,1,1,0,Unknown,1,0,0,4
7777579,Exterior Accessories,Car Accessories,Midwest,Reseller,41,Won,2,12,12,11000,1,1,3,Known,0,0,1,2
7777604,Replacement Parts,Car Accessories,Midwest,Fields Sales,52,Loss,2,1,1,53458,1,1,0,Known,0,1,0,4
7777731,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,53,Loss,2,0,0,15000,1,1,0,Unknown,0,1,0,2
7777740,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,47,Won,4,7,5,238000,1,1,3,Unknown,0,0.545455,0.136364,5
7777760,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,14,Loss,2,40,40,500000,1,1,0,Known,0,1,0,7
7777763,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,53,Loss,2,1,1,220000,1,1,2,None,0,0,1,5
7777767,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,27,Loss,2,27,27,58139,1,1,0,Known,0,1,0,4
7777784,Batteries & Accessories,Car Accessories,Midwest,Other,38,Loss,5,12,12,2000,1,1,0,Unknown,0.075,0.925,0,1
7777785,Exterior Accessories,Car Accessories,Midwest,Reseller,9,Loss,5,37,37,25000,1,1,0,Unknown,0,1,0,3
7777790,Exterior Accessories,Car Accessories,Midwest,Fields Sales,35,Loss,2,18,18,110000,1,1,0,Known,0,0,1,5
7777821,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,38,Loss,2,16,16,122699,1,1,0,Unknown,0,1,0,5
7777904,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,39,Loss,3,15,15,200000,1,1,0,Known,0.47973,0.52027,0,5
7777917,Exterior Accessories,Car Accessories,Midwest,Fields Sales,16,Loss,2,37,37,250000,1,1,4,None,0,1,0,6
7777962,Exterior Accessories,Car Accessories,Northwest,Fields Sales,51,Loss,2,3,3,131578,1,1,0,Known,1,0,0,5
7777967,Replacement Parts,Car Accessories,Northwest,Fields Sales,54,Won,1,0,0,34000,1,1,3,None,0,0,0,3
7777977,Garage & Car Care,Car Accessories,Northwest,Reseller,53,Won,2,1,1,1500,1,1,0,Unknown,0,1,0,1
7777989,Replacement Parts,Car Accessories,Northwest,Fields Sales,54,Won,1,0,0,33000,1,1,3,None,0,0,0,3
7777996,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,16,Loss,3,37,37,232558,1,1,0,Known,0.396226,0.603774,0,5
7778003,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,53,Loss,2,1,1,110000,1,1,4,Unknown,1,0,0,5
7778412,Interior Accessories,Car Accessories,Pacific,Fields Sales,50,Loss,2,4,4,48000,1,1,0,Unknown,1,0,0,3
7778416,Garage & Car Care,Car Accessories,Pacific,Reseller,47,Loss,3,7,7,50000,1,1,0,None,0,0.333333,0.666667,4
7778420,Exterior Accessories,Car Accessories,Pacific,Fields Sales,53,Loss,2,0,0,953,1,1,0,Unknown,0,0,0,1
7778449,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,31,Loss,2,23,23,60000,1,1,0,None,0,1,0,4
7778451,Shelters & RV,Performance & Non-auto,Pacific,Other,28,Loss,3,26,26,310029,1,1,0,Known,0.302326,0.697674,0,6
7778454,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,34,Loss,2,19,19,150000,1,1,0,Unknown,1,0,0,5
7778484,Tires & Wheels,Tires & Wheels,Midwest,Fields Sales,16,Loss,2,37,37,25002,1,1,0,Unknown,0,1,0,3
7778503,Replacement Parts,Car Accessories,Pacific,Fields Sales,29,Loss,2,24,24,305000,1,1,0,None,0,1,0,6
7778553,Interior Accessories,Car Accessories,Pacific,Fields Sales,44,Loss,2,9,9,160000,1,1,0,Unknown,0,1,0,5
7778576,Interior Accessories,Car Accessories,Pacific,Fields Sales,39,Loss,2,15,15,120000,1,1,0,Unknown,0,1,0,5
7778769,Batteries & Accessories,Car Accessories,Pacific,Telesales,44,Loss,3,10,10,54255,1,1,0,None,0.010204,0.989796,0,4
7780915,Interior Accessories,Car Accessories,Pacific,Reseller,53,Won,1,0,0,19634,1,1,3,Unknown,0,0,0,2
7780930,Batteries & Accessories,Car Accessories,Pacific,Reseller,35,Loss,3,19,19,1550,1,1,3,Unknown,1,0,0,1
7780940,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,53,Won,1,0,0,6450,1,1,0,Unknown,0,0,0,1
7780946,Interior Accessories,Car Accessories,Northwest,Reseller,7,Loss,6,46,46,186046,1,1,0,Unknown,0,0.00216,0.99784,5
7780969,Interior Accessories,Car Accessories,Northwest,Reseller,16,Loss,3,37,37,139534,1,1,0,Unknown,0,1,0,5
7780992,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,43,Loss,4,10,10,160400,1,1,0,Unknown,0.07,0.35,0.58,5
7781047,Shelters & RV,Performance & Non-auto,Pacific,Reseller,26,Loss,2,28,28,31002,1,1,0,Unknown,1,0,0,3
7781082,Exterior Accessories,Car Accessories,Midwest,Reseller,35,Loss,2,19,19,4488,1,1,0,Unknown,0,1,0,1
7781084,Exterior Accessories,Car Accessories,Midwest,Reseller,35,Loss,2,19,19,6732,1,1,0,Unknown,0,1,0,1
7781101,Towing & Hitches,Car Accessories,Midwest,Reseller,45,Won,3,9,9,100000,1,1,0,Unknown,0.105882,0,0.894118,5
7781153,Shelters & RV,Performance & Non-auto,Northwest,Reseller,40,Loss,3,14,14,150000,1,1,0,Unknown,0.62963,0.37037,0,5
7781220,Garage & Car Care,Car Accessories,Midwest,Reseller,37,Won,3,17,17,282960,1,1,0,Unknown,0,0.922619,0.077381,6
7781286,Replacement Parts,Car Accessories,Midwest,Fields Sales,53,Loss,2,1,1,20000,1,1,0,Unknown,0,1,0,2
7781329,Motorcycle Parts,Performance & Non-auto,Northwest,Fields Sales,22,Loss,2,32,32,50,1,1,0,Known,0,1,0,1
7781360,Interior Accessories,Car Accessories,Midwest,Reseller,9,Loss,8,34,34,20000,1,1,0,Unknown,0.383721,0.241279,0.375,2
7781401,Replacement Parts,Car Accessories,Northwest,Fields Sales,53,Loss,2,0,0,157894,1,1,0,Unknown,0,1,0,5
7781408,Exterior Accessories,Car Accessories,Northwest,Fields Sales,47,Loss,2,6,6,50000,1,1,0,Known,1,0,0,4
7781414,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,14,Loss,3,39,39,100000,1,1,0,Unknown,0.912821,0.087179,0,5
7781416,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,51,Loss,2,3,3,100131,1,1,0,Known,0,1,0,5
7781418,Performance Parts,Performance & Non-auto,Northwest,Reseller,26,Loss,2,28,28,60240,1,1,0,Unknown,0,1,0,4
7781429,Exterior Accessories,Car Accessories,Midwest,Reseller,21,Loss,6,30,26,25500,1,1,2,Unknown,0,0.85,0,3
7781569,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,28,Won,3,26,26,85000,1,1,0,None,0,0.266409,0.733591,4
7781570,Exterior Accessories,Car Accessories,Northwest,Fields Sales,16,Loss,3,37,37,150000,1,1,0,Known,0.202703,0,0.797297,5
7781604,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,46,Loss,3,8,8,50000,1,1,0,Unknown,0.012658,0.987342,0,4
7781612,Performance Parts,Performance & Non-auto,Midwest,Reseller,30,Loss,3,23,23,12269,1,1,0,Unknown,0,0.034483,0.965517,2
7781633,Interior Accessories,Car Accessories,Midwest,Reseller,37,Won,2,17,17,53987,1,1,2,Unknown,0,1,0,4
7781637,Interior Accessories,Car Accessories,Northwest,Other,44,Loss,2,10,10,150000,1,1,0,None,0,1,0,5
